SeqID	Len
uc009gnh.1	2476
uc009gpv.2	3624
uc007hcz.2	1219
uc008zko.1	331
uc008zjc.1	3105
uc012blq.1	1250
uc007hqo.1	936
uc007ixh.2	661
uc007mpj.1	3918
uc009fvb.1	1208
uc007wus.2	2360
uc008hin.1	4850
uc007vhx.2	3671
uc008ghg.1	1235
uc007duv.2	1663
uc009rct.1	1029
uc009ulk.1	2192
uc008knl.1	939
uc008kva.2	4676
uc008juv.1	2007
uc009shk.1	3927
uc009hek.1	5302
uc009swh.1	1939
uc007ztg.1	1349
uc008hsa.1	1050
uc007egi.1	2621
uc008zms.1	5184
uc007ptk.1	897
uc009ecr.1	737
uc008poi.1	3510
uc008jxj.1	11969
uc007kjh.2	3380
uc009opg.1	3504
uc007wnj.1	1090
uc009qkl.1	30
uc008cuv.1	4337
uc007hjx.1	14907
uc009gok.1	872
uc007uvw.1	947
uc012dpn.1	1688
uc008uyd.1	2684
uc009phz.1	4712
uc008rji.1	2066
uc008fgp.1	104
uc007iop.2	2350
uc008iti.1	684
uc011wnk.1	3451
uc007qzx.2	1448
uc011yij.1	2790
uc008itl.1	1091
uc008heh.1	3342
uc007tmq.1	1272
uc009tio.1	3935
uc009ouu.1	3377
uc009pul.1	824
uc012gdv.1	2251
uc008upf.1	1100
uc008tdc.1	43
uc012dbb.1	4306
uc009udv.1	3266
uc009pct.1	4334
uc008olx.2	4334
uc008hsn.1	2554
uc009mbg.1	3203
uc008xru.1	515
uc007yhk.1	1878
uc008sue.2	4690
uc012btp.1	5963
uc007msw.1	2023
uc007mio.1	975
uc008nar.1	82
uc007iay.1	1074
uc008pnf.1	4149
uc008fer.2	8212
uc009fbq.1	939
uc009arm.1	51
uc008jmc.1	936
uc009jqr.1	4493
uc009dzi.1	41
uc007kuv.1	2194
uc007qnq.1	31
uc007qdu.1	1791
uc011xbl.1	1005
uc007tpx.1	581
uc008zpp.1	10000
uc007xfk.2	2427
uc012cet.1	1501
uc007qpj.1	1734
uc009asd.1	39
uc012gze.1	1596
uc009cez.2	4264
uc007yrr.2	6709
uc011yqs.1	9044
uc011xll.1	3297
uc007tth.1	332
uc009ita.1	960
uc007ohl.2	1846
uc007yib.1	1932
uc009tyo.1	827
uc009qke.1	38
uc009pod.1	41
uc008opv.1	2894
uc008nze.1	3280
uc008lxw.1	2560
uc012deb.1	1503
uc007czq.1	4548
uc007tss.1	386
uc007ake.2	6946
uc008vnf.1	3310
uc012hth.1	1056
uc008wzm.1	3539
uc008tgi.1	4013
uc007rqa.1	834
uc007hbv.2	11912
uc012cqr.1	439
uc007dva.1	1376
uc007ndj.1	5557
uc009uwe.1	1743
uc007qpt.1	3167
uc008bey.1	673
uc008eky.1	4085
uc009paz.2	3488
uc007uba.1	4723
uc008buf.1	5091
uc008jax.1	1409
uc009edb.1	30
uc009nla.2	1720
uc009jrs.1	3764
uc007oym.1	1680
uc009mxe.2	1580
uc009dym.1	35
uc009tih.2	869
uc007vkv.1	9479
uc012hfl.1	892
uc007mxd.1	5424
uc008qhc.2	7642
uc007pgy.1	421
uc007oyj.2	1012
uc007lof.2	3462
uc008iwj.1	1170
uc008kme.2	1079
uc009ptj.1	1080
uc012emf.1	4204
uc008cnk.1	1033
uc007grs.2	875
uc011wjm.1	1821
uc009njl.1	1821
uc009ure.1	984
uc007vdd.1	3792
uc007mnl.1	3665
uc008rtl.1	3926
uc007clj.1	4812
uc009bim.1	2798
uc009aos.2	7195
uc007uho.1	3396
uc009qfe.1	4558
uc008uwl.1	5027
uc007pkf.1	5456
uc008uko.1	805
uc009fjk.2	1979
uc007zok.2	1391
uc009fyp.1	5070
uc008inm.2	1123
uc008eoz.2	5206
uc009szj.1	898
uc012eam.1	3096
uc007yfx.2	6703
uc007hba.1	1346
uc008ejm.2	2161
uc009nze.1	323
uc011xgf.1	2770
uc012cep.1	2029
uc007stj.1	1144
uc009cza.2	7799
uc012daz.1	1925
uc007mkf.1	2942
uc009sbi.1	4452
uc007fvu.2	2425
uc007rng.1	1002
uc009qvq.1	2815
uc008zmv.1	1484
uc008rrp.1	1843
uc008fon.2	1866
uc009mvy.1	1000
uc009lyx.1	700
uc008vha.1	504
uc008nfj.2	3089
uc008lxz.1	3174
uc007dly.1	2235
uc012ccr.1	2311
uc007xou.1	1475
uc009jie.1	985
uc012bta.1	1823
uc008ehd.1	3199
uc007dzi.1	3406
uc012agm.1	2197
uc007que.1	1748
uc012abu.1	3430
uc007nkp.2	4146
uc007qhz.2	4540
uc009jez.2	1722
uc009lju.1	1613
uc007jef.2	1877
uc007btx.1	2885
uc008edr.2	5338
uc007hro.1	1787
uc007owd.2	3158
uc008nnc.2	780
uc009mui.2	6007
uc009chi.1	2766
uc009hfu.2	2928
uc009kzm.2	4953
uc008tdu.1	28
uc008oic.2	4395
uc007qgz.1	1338
uc008kts.1	2298
uc011zyw.1	118
uc012anl.1	3499
uc008zga.1	3909
uc009hxd.1	2413
uc008dcd.2	2427
uc011zpi.1	892
uc008pau.2	2907
uc008kiu.1	2613
uc007ffh.1	2929
uc008reg.1	3399
uc007ugo.1	1402
uc009lur.1	3087
uc007dug.1	2220
uc012gnr.1	4615
uc007fjt.1	618
uc012hmi.1	2176
uc009rfa.1	6010
uc007ngl.2	6632
uc007lnj.1	3179
uc007trn.2	271
uc009hvy.1	48
uc009kyk.1	828
uc008vbg.2	4585
uc011zkp.1	598
uc007mih.1	1312
uc009coq.2	4410
uc007cga.1	2696
uc009dhs.1	4066
uc007frs.1	30
uc007mhq.1	2063
uc007xxf.1	2566
uc007tci.1	1537
uc011xhw.1	1140
uc012fxm.1	1012
uc009jkq.2	4761
uc009cfc.1	1224
uc009iye.1	1026
uc007mat.1	861
uc007fsy.1	79
uc012gxm.1	2733
uc009agz.2	1626
uc008toy.1	29
uc007miu.1	2825
uc011wws.1	2541
uc009lnt.1	2864
uc009tzq.2	3784
uc008vbq.1	4994
uc007yns.1	4263
uc008gok.1	1064
uc008ptb.2	2090
uc008lcm.1	64
uc007gvq.1	561
uc008yaq.2	7579
uc008xkz.1	859
uc008ddh.2	4210
uc007xuo.1	4707
uc012dmh.1	56
uc008njn.1	1627
uc009gar.1	2338
uc007ayw.1	531
uc007ouw.2	8870
uc007obd.1	969
uc007aqu.2	909
uc009inl.2	1815
uc012eik.1	3792
uc012bvr.1	7699
uc009nnt.1	3524
uc008nzu.1	582
uc008ero.1	4227
uc012doq.1	1487
uc007oyf.1	3282
uc007uij.1	1890
uc007lqi.2	2732
uc008eup.1	4765
uc007tso.1	217
uc007rpj.1	974
uc008ywe.1	31
uc009kuh.1	846
uc009jgu.1	4183
uc007sqf.1	33
uc008fhf.1	31
uc008nxd.1	1989
uc008fml.1	4761
uc009kxb.1	2258
uc009nhx.1	3324
uc009dyl.1	30
uc007nhl.1	1885
uc007uyp.2	2174
uc007mss.1	899
uc007tji.1	5719
uc008dqt.2	2252
uc012hes.1	550
uc007lup.1	49
uc008wna.2	7472
uc008euw.1	2207
uc007iwv.1	1534
uc008nri.2	3426
uc007yzk.2	3973
uc008ofr.1	2082
uc007vux.1	55
uc007bbi.2	2266
uc008ruw.1	1494
uc012bml.1	2974
uc008oqi.2	5627
uc008yca.2	3570
uc008lhy.2	2312
uc009ewe.2	2711
uc008ghn.1	3077
uc008cbt.2	2810
uc009nyu.2	780
uc008stk.1	3167
uc008afs.1	2531
uc007csw.2	1940
uc007ecc.1	1108
uc008ild.1	1690
uc008vtk.2	3268
uc012crw.1	3125
uc009ltn.2	5705
uc007oba.2	691
uc009edl.1	4391
uc007caq.1	59
uc008cbo.1	884
uc008fpa.1	4827
uc009svz.2	902
uc008qsb.2	2811
uc008lay.1	32
uc008fyy.1	1860
uc009byi.1	699
uc009sbv.1	2890
uc007qib.1	2816
uc008nbx.1	34
uc007gfm.1	3425
uc011wzu.1	3743
uc008rhe.1	3948
uc008ohm.2	4643
uc011ynd.1	1421
uc007lho.1	744
uc009jpz.1	2379
uc009fhs.2	727
uc007dkl.2	2114
uc009pah.1	639
uc009lfr.2	4993
uc011zwe.1	1861
uc007tps.1	110
uc007qer.2	1753
uc012btg.1	629
uc007ygy.2	2306
uc007jov.2	2138
uc008jry.2	3026
uc007yrk.1	1558
uc012foh.1	2556
uc008xuv.1	996
uc008ygf.1	983
uc008cxs.2	3728
uc009hdo.2	7246
uc008xeb.1	2211
uc007upr.1	557
uc008xik.1	2965
uc008rfl.2	2607
uc008cpc.1	2937
uc008kpe.2	1012
uc008gxv.1	2138
uc012gzv.1	297
uc007mym.2	2936
uc007slg.1	6925
uc011ydv.1	780
uc007dok.1	1934
uc008zni.1	2375
uc008ofz.1	1628
uc007wic.2	4545
uc007cgv.2	6123
uc012hra.1	3955
uc007pof.1	2662
uc009tzx.1	1079
uc007yle.2	2231
uc009ekd.1	608
uc008xhe.2	10552
uc009fpo.1	1731
uc008rrd.1	3396
uc008tln.1	2237
uc009htz.1	33
uc008rsm.1	4269
uc012dne.1	2794
uc007tai.1	2126
uc008ygk.1	1583
uc009jtk.1	959
uc007fbh.1	1823
uc008rqv.2	5495
uc008exp.1	1681
uc012cdi.1	1878
uc008lsh.1	4861
uc009tgz.1	1187
uc009agv.1	2109
uc008nvn.2	540
uc007plb.1	3168
uc008evn.1	488
uc012cyl.1	1715
uc008kjx.2	4924
uc008mai.2	2111
uc009izp.1	9040
uc007lop.2	4396
uc007csy.2	2301
uc008yiy.2	2758
uc008pum.1	1996
uc007jeo.2	8718
uc011zpl.1	2993
uc008eci.2	3054
uc008rcp.1	4027
uc007uvk.1	1876
uc009lkj.1	583
uc008npn.1	3419
uc007lfj.2	761
uc008sfb.1	1921
uc011zjq.1	1599
uc007xqe.2	741
uc012fwy.1	1497
uc007yoh.1	780
uc009qyv.1	1836
uc007zuf.1	3052
uc008haa.1	3432
uc009mum.2	1609
uc008bpb.2	1599
uc009tju.1	487
uc011xwx.1	1541
uc007oue.1	1821
uc007hhz.2	3884
uc009myd.1	967
uc007loe.2	4148
uc007tlj.1	955
uc008qnu.2	2833
uc007his.2	6334
uc008gie.1	2466
uc007pub.2	2977
uc007mtg.1	1282
uc012gzq.1	7439
uc011zry.1	731
uc007ito.1	883
uc007fsm.1	29
uc008zsw.1	5130
uc009bje.1	3910
uc008lqu.2	4989
uc008shx.1	2291
uc008kaf.2	5208
uc007hax.2	3779
uc007fcb.1	2140
uc008vas.2	4078
uc007lvx.1	2215
uc007fxa.1	1618
uc008yoo.1	433
uc009acx.1	2968
uc009eag.1	41
uc009dov.1	1374
uc008qkm.1	3856
uc011zth.1	747
uc009qtg.2	1224
uc009rgd.1	4033
uc007wyb.1	4673
uc007hmq.1	1106
uc007dpf.2	3186
uc009afg.1	593
uc008esy.1	6332
uc008hds.1	6282
uc007gen.1	4485
uc007nlm.1	1284
uc008orf.1	913
uc009tfg.1	1061
uc009sgy.2	2831
uc008gan.1	8254
uc012ewx.1	2687
uc012clj.1	3586
uc007nvu.2	2789
uc009rar.1	1567
uc012gvd.1	3578
uc007wtb.1	2072
uc011znk.1	85
uc012gem.1	1740
uc009gwk.2	2179
uc008hbz.1	3056
uc009pfv.1	569
uc009kev.2	4667
uc009ica.2	572
uc007yus.2	1729
uc012bns.1	1689
uc008yqn.2	1768
uc012cez.1	2148
uc007mya.1	1606
uc008xbc.1	2646
uc008nsl.1	3702
uc009kfb.1	130
uc008whl.2	1446
uc012gka.1	3126
uc011zeh.1	5018
uc009sot.1	1985
uc008kda.2	3862
uc012efp.1	2629
uc009qxh.2	2882
uc009qre.1	5234
uc012gkv.1	2118
uc009mtw.1	57
uc008jbo.1	1921
uc007foj.1	2312
uc008wvl.1	6907
uc009rcz.1	3746
uc009pcf.2	800
uc007egz.1	4952
uc009dkp.2	1317
uc008llg.2	1059
uc008air.2	3076
uc007fxr.1	1382
uc009bnp.1	560
uc007jao.2	6087
uc007hoa.1	2971
uc007kbt.2	1049
uc012era.1	2197
uc007vfq.1	2995
uc008gfj.2	6982
uc009dsf.1	2779
uc009crh.1	3119
uc007nyo.1	10417
uc011xva.1	2575
uc012hig.1	7778
uc007gxb.1	1723
uc009idz.2	7114
uc008bdf.1	1694
uc008usi.1	2182
uc008mlk.1	5523
uc007jdf.2	2188
uc011wuh.1	1775
uc009qsg.1	1481
uc012czv.1	61
uc011zek.1	639
uc009bly.1	4432
uc009ooj.1	3238
uc009cxf.2	4122
uc009oqi.1	2077
uc007nbm.2	1776
uc007zmi.1	4883
uc007cxz.1	3255
uc009htf.1	30
uc011zrm.1	2361
uc008myf.1	105
uc011zvw.1	1823
uc007wbq.1	851
uc008sbx.1	4708
uc008isn.1	678
uc007fdi.1	1320
uc009mua.1	1238
uc009lyq.1	1424
uc008axn.1	3323
uc009pus.2	3720
uc008dfi.1	1397
uc009sdw.2	1750
uc012fpb.1	3067
uc008qbr.1	1553
uc009mfa.2	2827
uc012fmd.1	66
uc008rgy.1	2495
uc009ktx.2	3668
uc007byo.1	1065
uc009qxz.1	3061
uc009vha.1	918
uc007loy.1	4670
uc009exa.2	3483
uc012amn.1	6794
uc009ntc.2	3724
uc009lfu.1	1715
uc007nfi.2	4220
uc007jll.1	3242
uc009cif.1	2237
uc008tva.2	2334
uc008hut.1	4236
uc007ecm.1	4321
uc008krh.1	936
uc007edc.1	5230
uc008rda.2	4044
uc008lgd.2	6057
uc009vbn.1	2577
uc008cjp.2	799
uc012aaw.1	1358
uc007muh.1	1875
uc007umt.1	3326
uc009oaz.1	2286
uc008ouo.2	3447
uc008cpz.2	6463
uc008avv.2	1091
uc009grz.1	1833
uc009cmh.1	855
uc012ecj.1	947
uc007odp.1	2743
uc012crl.1	1263
uc008ouv.1	1075
uc007azb.1	1661
uc009okp.2	3434
uc008bkb.1	32
uc007lsx.2	2600
uc008nuo.1	1235
uc008dyv.2	1509
uc007fxd.1	1926
uc008rgg.1	2745
uc009gqo.1	3614
uc009byn.1	2244
uc007dim.2	2189
uc008jlg.1	3395
uc008enl.2	2392
uc009khl.1	2897
uc008cja.2	1463
uc007sak.1	547
uc008iih.2	4680
uc008gsl.1	1480
uc012ewg.1	3413
uc008tgb.2	5513
uc009nij.1	4190
uc008rbn.1	3928
uc008jmv.1	5290
uc008gzx.1	896
uc008ced.1	4026
uc009srk.1	572
uc009jav.2	1131
uc007yfr.1	1196
uc009qvj.2	793
uc009bad.1	2260
uc007rem.1	2348
uc009dpe.1	1366
uc007qzg.1	2568
uc009vhc.1	930
uc009our.1	3103
uc007vme.1	2079
uc007uca.1	5148
uc011xuq.1	10078
uc011zke.1	1548
uc009fmx.2	842
uc008xxx.1	3264
uc009sxv.1	1661
uc007hef.1	945
uc009ohs.1	3349
uc009mxz.1	530
uc009mmo.1	1639
uc008wiz.2	10396
uc009ghl.2	1973
uc009mvk.2	6022
uc009ndz.1	1307
uc008igr.2	7662
uc009vae.1	2547
uc007ywa.2	4057
uc008wow.1	3952
uc007oxl.1	11962
uc007fey.1	3821
uc008ssy.1	2729
uc009dey.2	1436
uc008ldx.1	43
uc007jqa.1	518
uc009ppe.1	38
uc008qyc.1	1643
uc008ktt.1	2393
uc007kiw.1	1553
uc008zbi.1	33
uc008xnl.2	3973
uc007for.1	1364
uc008yze.1	900
uc007xfz.1	6190
uc009fsn.1	993
uc007qul.1	1031
uc009cyy.2	7878
uc007zne.2	1382
uc007hkk.2	698
uc007sqg.1	7878
uc007qtz.1	1054
uc009joc.1	2842
uc007wox.2	959
uc007tyx.1	2907
uc009urg.1	984
uc009jta.1	511
uc007iux.2	1733
uc007dhf.1	1220
uc008ndy.1	1657
uc009rpz.2	3132
uc008aug.1	1149
uc007yna.2	3684
uc007ibo.1	5983
uc009axm.2	2172
uc007ziy.2	2127
uc009qbi.1	5090
uc012dpf.1	2727
uc012csv.1	1672
uc007ajq.2	3119
uc007zli.2	4979
uc007kvt.1	1054
uc009glm.2	2664
uc007jrd.1	1679
uc007xzf.1	1955
uc008vij.1	1593
uc009mlh.2	8202
uc007mjm.1	746
uc009jke.2	3905
uc009mjg.1	5492
uc008xqx.1	572
uc007gio.1	2473
uc009eax.1	44
uc009uvx.2	1329
uc008lzs.2	4034
uc007sze.1	8422
uc008qht.1	1758
uc012ggf.1	1523
uc008cpw.1	5870
uc008yle.1	2841
uc012cie.1	4072
uc012aim.1	1055
uc011zlo.1	1083
uc007kmp.1	806
uc007lox.1	1360
uc009qns.1	1013
uc009hud.1	41
uc009kbf.1	371
uc007jjr.1	1883
uc009uqm.1	7476
uc007mtt.1	218
uc012fvx.1	2374
uc009imi.2	1520
uc007hsj.1	6035
uc008rdg.1	2353
uc009dxq.1	31
uc008ipf.1	7167
uc007iiw.1	2243
uc011ysl.1	91
uc009gjo.1	2032
uc008pqi.1	1593
uc012hbm.1	499
uc012afm.1	3356
uc007jiw.1	7897
uc012hed.1	4273
uc009aqt.1	29
uc008npy.1	1842
uc007rtk.1	979
uc009kce.1	1607
uc009prw.2	2758
uc012gec.1	6480
uc007vqo.1	1631
uc008xea.1	2740
uc008yyf.1	64
uc008vsv.1	753
uc011zdd.1	3627
uc007bah.1	942
uc007hfo.1	3855
uc009ozq.1	2814
uc009oil.2	11769
uc012hdp.1	2053
uc009cim.2	1648
uc007evu.1	2929
uc007qpo.1	1670
uc007grl.1	5204
uc009ilh.1	3447
uc012djh.1	3393
uc007lul.1	31
uc008cut.1	3255
uc007nwg.1	1669
uc007xcr.1	5032
uc008sva.1	5632
uc008hhf.1	3140
uc008epx.1	3034
uc008jav.1	2744
uc012bvs.1	1606
uc007pyy.1	1058
uc012ffq.1	1382
uc008mnl.1	1777
uc009jwq.1	2486
uc008voo.1	1514
uc008hdp.2	2317
uc009uzo.1	8094
uc007bxg.2	3948
uc012bny.1	5139
uc008cjq.1	2182
uc009jmp.1	5335
uc008has.1	7981
uc009qec.2	1301
uc011yff.1	1627
uc007feu.1	5854
uc012acg.1	1812
uc007ypo.1	1688
uc009ril.1	1041
uc009hvs.1	64
uc009cui.1	839
uc009dez.1	550
uc008ydi.2	610
uc012hny.1	812
uc008wyl.2	3087
uc007znq.1	5188
uc007ipq.1	1681
uc009oko.2	4470
uc009fwi.2	4668
uc009fis.2	6916
uc008qcx.1	1091
uc007gsk.2	4452
uc008jow.1	2663
uc011zwi.1	17125
uc007oeh.1	1518
uc009uzr.2	1573
uc008vob.1	3397
uc009szc.1	929
uc008uqk.1	1437
uc007zvj.1	526
uc008ntu.1	4095
uc008dje.1	33
uc007fcz.2	4327
uc008tmz.1	770
uc008psn.1	5139
uc007ree.1	1504
uc012bxd.1	2648
uc008ykv.1	2459
uc007gxp.1	5450
